# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	15620	16555	+	WP_013882077.1	WP_013882077.1		ATP-binding cassette domain-containing protein			CELGI_RS00070	936	311	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	16552	17412	+							CELGI_RS00075	861		old_locus_tag=Celgi_0014
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	16552	17412	+	WP_013882078.1	WP_013882078.1		ABC transporter permease			CELGI_RS00075	861	286	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	17409	18239	+							CELGI_RS00080	831		old_locus_tag=Celgi_0015
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	17409	18239	+	WP_013882079.1	WP_013882079.1		ABC transporter permease			CELGI_RS00080	831	276	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	18313	19056	-							CELGI_RS00085	744		old_locus_tag=Celgi_0016
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	18313	19056	-	WP_013882080.1	WP_013882080.1		hypothetical protein			CELGI_RS00085	744	247	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	19053	19400	-							CELGI_RS00090	348		old_locus_tag=Celgi_0017
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	19053	19400	-	WP_013882081.1	WP_013882081.1		PadR family transcriptional regulator			CELGI_RS00090	348	115	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	19437	20102	-							CELGI_RS00095	666		old_locus_tag=Celgi_0018
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	19437	20102	-	WP_013882082.1	WP_013882082.1		GNAT family N-acetyltransferase			CELGI_RS00095	666	221	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	20198	23083	-							CELGI_RS00100	2886		old_locus_tag=Celgi_0019
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	20198	23083	-	WP_013882083.1	WP_013882083.1		glycoside hydrolase family 9 protein			CELGI_RS00100	2886	961	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	23275	24102	-							CELGI_RS00105	828		old_locus_tag=Celgi_0020
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	23275	24102	-	WP_245528123.1	WP_245528123.1		hypothetical protein			CELGI_RS00105	828	275	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	24274	24813	+							CELGI_RS00110	540		old_locus_tag=Celgi_0021
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	24274	24813	+	WP_013882085.1	WP_013882085.1		peptidylprolyl isomerase			CELGI_RS00110	540	179	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	24984	25772	+							CELGI_RS00115	789		old_locus_tag=Celgi_0022
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	24984	25772	+	WP_245528125.1	WP_245528125.1		rhomboid family intramembrane serine protease			CELGI_RS00115	789	262	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	26022	26279	-							CELGI_RS00120	258		old_locus_tag=Celgi_0023
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	26022	26279	-	WP_013882087.1	WP_013882087.1		cell division protein CrgA			CELGI_RS00120	258	85	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	26496	27278	+							CELGI_RS00125	783		old_locus_tag=Celgi_0024
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	26496	27278	+	WP_013882088.1	WP_013882088.1		DUF881 domain-containing protein			CELGI_RS00125	783	260	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	27275	28072	+							CELGI_RS00130	798		old_locus_tag=Celgi_0025
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	27275	28072	+	WP_013882089.1	WP_013882089.1		class E sortase			CELGI_RS00130	798	265	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	28092	28253	+							CELGI_RS17220	162		old_locus_tag=Celgi_0026
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	28092	28253	+	WP_041574253.1	WP_041574253.1		hypothetical protein			CELGI_RS17220	162	53	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	28250	28873	+							CELGI_RS00140	624		old_locus_tag=Celgi_0027
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	28250	28873	+	WP_013882091.1	WP_013882091.1		aminodeoxychorismate/anthranilate synthase component II			CELGI_RS00140	624	207	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	28943	30961	-					pknB		CELGI_RS00145	2019		old_locus_tag=Celgi_0028
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	28943	30961	-	WP_013882092.1	WP_013882092.1		Stk1 family PASTA domain-containing Ser/Thr kinase	pknB		CELGI_RS00145	2019	672	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	30961	32292	-							CELGI_RS00150	1332		old_locus_tag=Celgi_0029
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	30961	32292	-	WP_013882093.1	WP_013882093.1		serine/threonine protein kinase			CELGI_RS00150	1332	443	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	32289	33737	-							CELGI_RS00155	1449		old_locus_tag=Celgi_0030
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	32289	33737	-	WP_013882094.1	WP_013882094.1		penicillin-binding protein 2			CELGI_RS00155	1449	482	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	33734	35239	-							CELGI_RS00160	1506		old_locus_tag=Celgi_0031
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	33734	35239	-	WP_013882095.1	WP_013882095.1		FtsW/RodA/SpoVE family cell cycle protein			CELGI_RS00160	1506	501	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	35247	36644	-							CELGI_RS00165	1398		old_locus_tag=Celgi_0032
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	35247	36644	-	WP_013882096.1	WP_013882096.1		protein phosphatase 2C domain-containing protein			CELGI_RS00165	1398	465	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	36649	37164	-							CELGI_RS00170	516		old_locus_tag=Celgi_0033
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	36649	37164	-	WP_013882097.1	WP_013882097.1		FHA domain-containing protein			CELGI_RS00170	516	171	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	37229	37936	-							CELGI_RS00175	708		old_locus_tag=Celgi_0034
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	37229	37936	-	WP_013882098.1	WP_013882098.1		DUF3662 domain-containing protein			CELGI_RS00175	708	235	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	38085	38282	-							CELGI_RS00180	198		old_locus_tag=Celgi_0035
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	38085	38282	-	WP_013882099.1	WP_013882099.1		antitoxin			CELGI_RS00180	198	65	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	38443	39009	+							CELGI_RS00185	567		
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	38443	39009	+	WP_150104617.1	WP_150104617.1		hypothetical protein			CELGI_RS00185	567	188	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	39189	40169	+					pstC		CELGI_RS00190	981		old_locus_tag=Celgi_0036
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	39189	40169	+	WP_013882100.1	WP_013882100.1		phosphate ABC transporter permease subunit PstC	pstC		CELGI_RS00190	981	326	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	40169	41470	+					pstA		CELGI_RS00195	1302		old_locus_tag=Celgi_0037
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	40169	41470	+	WP_013882101.1	WP_013882101.1		phosphate ABC transporter permease PstA	pstA		CELGI_RS00195	1302	433	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	41467	43146	+							CELGI_RS00200	1680		old_locus_tag=Celgi_0038
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	41467	43146	+	WP_013882102.1	WP_013882102.1		phosphate ABC transporter substrate-binding protein PstS			CELGI_RS00200	1680	559	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	43143	45686	+							CELGI_RS17225	2544		old_locus_tag=Celgi_0039
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	43143	45686	+	WP_013882103.1	WP_013882103.1		hypothetical protein			CELGI_RS17225	2544	847	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	45821	47848	+							CELGI_RS00210	2028		old_locus_tag=Celgi_0040
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	45821	47848	+	WP_013882104.1	WP_013882104.1		Ig-like domain repeat protein			CELGI_RS00210	2028	675	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	47856	48752	+							CELGI_RS00215	897		old_locus_tag=Celgi_0041
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	47856	48752	+	WP_013882105.1	WP_013882105.1		sortase			CELGI_RS00215	897	298	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	48892	49698	+							CELGI_RS00220	807		old_locus_tag=Celgi_0042
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	48892	49698	+	WP_041574259.1	WP_041574259.1		phosphate ABC transporter ATP-binding protein			CELGI_RS00220	807	268	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	49817	50443	+							CELGI_RS00225	627		old_locus_tag=Celgi_0043
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	49817	50443	+	WP_013882107.1	WP_013882107.1		TetR/AcrR family transcriptional regulator			CELGI_RS00225	627	208	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	50456	51367	-							CELGI_RS00230	912		old_locus_tag=Celgi_0044
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	50456	51367	-	WP_013882108.1	WP_013882108.1		hypothetical protein			CELGI_RS00230	912	303	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	51588	53243	+							CELGI_RS17230	1656		old_locus_tag=Celgi_0045
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	51588	53243	+	WP_013882109.1	WP_013882109.1		hypothetical protein			CELGI_RS17230	1656	551	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	53234	55024	+							CELGI_RS16860	1791		old_locus_tag=Celgi_0046
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	53234	55024	+	WP_013882110.1	WP_013882110.1		YcaO-like family protein			CELGI_RS16860	1791	596	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	55077	56327	+							CELGI_RS00245	1251		old_locus_tag=Celgi_0047
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	55077	56327	+	WP_013882111.1	WP_013882111.1		M20/M25/M40 family metallo-hydrolase			CELGI_RS00245	1251	416	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	56415	56801	+							CELGI_RS00250	387		old_locus_tag=Celgi_0048
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	56415	56801	+	WP_013882112.1	WP_013882112.1		VOC family protein			CELGI_RS00250	387	128	
gene	pseudogene	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	56835	58427	-							CELGI_RS00255	1593		pseudo;old_locus_tag=Celgi_0049
CDS	without_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	56835	58427	-				methyl-accepting chemotaxis protein			CELGI_RS00255	1593		pseudo
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	58576	59550	+							CELGI_RS00260	975		old_locus_tag=Celgi_0051
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	58576	59550	+	WP_245528127.1	WP_245528127.1		LacI family transcriptional regulator			CELGI_RS00260	975	324	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	59607	62687	-							CELGI_RS00265	3081		old_locus_tag=Celgi_0052
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	59607	62687	-	WP_013882116.1	WP_013882116.1		glycosyl hydrolase			CELGI_RS00265	3081	1026	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	62954	63322	+							CELGI_RS00270	369		old_locus_tag=Celgi_0053
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	62954	63322	+	WP_013882117.1	WP_013882117.1		cupin			CELGI_RS00270	369	122	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	63327	63569	-							CELGI_RS00275	243		old_locus_tag=Celgi_0054
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	63327	63569	-	WP_013882118.1	WP_013882118.1		hypothetical protein			CELGI_RS00275	243	80	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	63566	64519	-							CELGI_RS00280	954		old_locus_tag=Celgi_0055
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	63566	64519	-	WP_013882119.1	WP_013882119.1		SPFH domain-containing protein			CELGI_RS00280	954	317	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	64620	64880	-							CELGI_RS00285	261		old_locus_tag=Celgi_0056
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	64620	64880	-	WP_081465298.1	WP_081465298.1		carboxymuconolactone decarboxylase family protein			CELGI_RS00285	261	86	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	64982	65308	-							CELGI_RS16175	327		old_locus_tag=Celgi_0057
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	64982	65308	-	WP_013882120.1	WP_013882120.1		DUF202 domain-containing protein			CELGI_RS16175	327	108	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	65305	65676	-							CELGI_RS00295	372		old_locus_tag=Celgi_0058
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	65305	65676	-	WP_041574265.1	WP_041574265.1		DUF202 domain-containing protein			CELGI_RS00295	372	123	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	65808	66212	+							CELGI_RS00300	405		old_locus_tag=Celgi_0059
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	65808	66212	+	WP_013882122.1	WP_013882122.1		rhodanese-like domain-containing protein			CELGI_RS00300	405	134	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	66209	67942	+							CELGI_RS00305	1734		old_locus_tag=Celgi_0060
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	66209	67942	+	WP_013882123.1	WP_013882123.1		FAD-dependent oxidoreductase			CELGI_RS00305	1734	577	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	68157	68426	+							CELGI_RS00310	270		old_locus_tag=Celgi_0062
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	68157	68426	+	WP_013882124.1	WP_013882124.1		metal-sensitive transcriptional regulator			CELGI_RS00310	270	89	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	68491	69780	+					nhaA		CELGI_RS00315	1290		old_locus_tag=Celgi_0063
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	68491	69780	+	WP_013882125.1	WP_013882125.1		Na+/H+ antiporter NhaA	nhaA		CELGI_RS00315	1290	429	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	69894	70904	+							CELGI_RS16180	1011		old_locus_tag=Celgi_0064
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	69894	70904	+	WP_013882126.1	WP_013882126.1		AraC family transcriptional regulator			CELGI_RS16180	1011	336	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	71123	78022	+							CELGI_RS17235	6900		old_locus_tag=Celgi_0065
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	71123	78022	+	WP_169315121.1	WP_169315121.1		DUF5979 domain-containing protein			CELGI_RS17235	6900	2299	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	78047	79117	-							CELGI_RS00330	1071		old_locus_tag=Celgi_0066
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	78047	79117	-	WP_013882128.1	WP_013882128.1		YihY/virulence factor BrkB family protein			CELGI_RS00330	1071	356	
gene	tRNA	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	79592	79674	-							CELGI_RS00335	83		old_locus_tag=Celgi_R0003
tRNA		GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	79592	79674	-				tRNA-Leu			CELGI_RS00335	83		anticodon=CAG
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	79756	80547	+							CELGI_RS00340	792		old_locus_tag=Celgi_0067
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	79756	80547	+	WP_013882129.1	WP_013882129.1		SDR family oxidoreductase			CELGI_RS00340	792	263	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	80566	81045	-					arr		CELGI_RS00345	480		old_locus_tag=Celgi_0068
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	80566	81045	-	WP_013882130.1	WP_013882130.1		NAD(+)--rifampin ADP-ribosyltransferase	arr		CELGI_RS00345	480	159	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	81159	81764	+							CELGI_RS00350	606		old_locus_tag=Celgi_0069
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	81159	81764	+	WP_013882131.1	WP_013882131.1		polysaccharide deacetylase family protein			CELGI_RS00350	606	201	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	81770	82213	-							CELGI_RS16675	444		old_locus_tag=Celgi_0070
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	81770	82213	-	WP_013882132.1	WP_013882132.1		superinfection immunity protein			CELGI_RS16675	444	147	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	82213	82977	-					map		CELGI_RS00360	765		old_locus_tag=Celgi_0071
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	82213	82977	-	WP_150104619.1	WP_150104619.1		type I methionyl aminopeptidase	map		CELGI_RS00360	765	254	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	83094	83450	+							CELGI_RS00365	357		old_locus_tag=Celgi_0072
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	83094	83450	+	WP_013882134.1	WP_013882134.1		YciI family protein			CELGI_RS00365	357	118	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	83900	84982	+							CELGI_RS00370	1083		old_locus_tag=Celgi_0073
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	83900	84982	+	WP_245528252.1	WP_245528252.1		acyl-CoA desaturase			CELGI_RS00370	1083	360	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	85166	85369	-							CELGI_RS00375	204		old_locus_tag=Celgi_0074
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	85166	85369	-	WP_013882136.1	WP_013882136.1		cold-shock protein			CELGI_RS00375	204	67	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	86043	89285	+							CELGI_RS00380	3243		old_locus_tag=Celgi_0075
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	86043	89285	+	WP_013882137.1	WP_013882137.1		esterase-like activity of phytase family protein			CELGI_RS00380	3243	1080	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	89342	89872	+							CELGI_RS00385	531		old_locus_tag=Celgi_0076
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	89342	89872	+	WP_245528253.1	WP_245528253.1		low molecular weight phosphotyrosine protein phosphatase			CELGI_RS00385	531	176	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	89901	91067	+							CELGI_RS00390	1167		old_locus_tag=Celgi_0077
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	89901	91067	+	WP_013882139.1	WP_013882139.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			CELGI_RS00390	1167	388	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	91142	91504	+							CELGI_RS00395	363		old_locus_tag=Celgi_0078
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	91142	91504	+	WP_013882140.1	WP_013882140.1		zf-TFIIB domain-containing protein			CELGI_RS00395	363	120	
