# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	13542	14678	+	WP_226237926.1	WP_226237926.1		ParB/RepB/Spo0J family partition protein			LFM56_RS00045	1137	378	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	14886	15860	-							LFM56_RS00050	975		old_locus_tag=LFM56_00050
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	14886	15860	-	WP_226237929.1	WP_226237929.1		D-alanine--D-alanine ligase			LFM56_RS00050	975	324	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	15862	17205	-							LFM56_RS00055	1344		old_locus_tag=LFM56_00055
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	15862	17205	-	WP_226237931.1	WP_226237931.1		PLP-dependent aminotransferase family protein			LFM56_RS00055	1344	447	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	17278	17616	-					trxA		LFM56_RS00060	339		old_locus_tag=LFM56_00060
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	17278	17616	-	WP_226237934.1	WP_226237934.1		thioredoxin	trxA		LFM56_RS00060	339	112	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	17613	18629	-					trxB		LFM56_RS00065	1017		old_locus_tag=LFM56_00065
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	17613	18629	-	WP_087507730.1	WP_087507730.1		thioredoxin-disulfide reductase	trxB		LFM56_RS00065	1017	338	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	18778	20574	-							LFM56_RS00070	1797		old_locus_tag=LFM56_00070
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	18778	20574	-	WP_226237936.1	WP_226237936.1		protein kinase family protein			LFM56_RS00070	1797	598	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	20648	22411	-					murJ		LFM56_RS00075	1764		old_locus_tag=LFM56_00075
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	20648	22411	-	WP_226237938.1	WP_226237938.1		murein biosynthesis integral membrane protein MurJ	murJ		LFM56_RS00075	1764	587	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	22408	24546	-							LFM56_RS00080	2139		old_locus_tag=LFM56_00080
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	22408	24546	-	WP_226237940.1	WP_226237940.1		DUF6049 family protein			LFM56_RS00080	2139	712	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	24543	25094	-							LFM56_RS00085	552		old_locus_tag=LFM56_00085
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	24543	25094	-	WP_082131543.1	WP_082131543.1		NUDIX hydrolase			LFM56_RS00085	552	183	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	25237	26730	+							LFM56_RS00090	1494		old_locus_tag=LFM56_00090
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	25237	26730	+	WP_226237943.1	WP_226237943.1		CCA tRNA nucleotidyltransferase			LFM56_RS00090	1494	497	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	26777	28537	-							LFM56_RS00095	1761		old_locus_tag=LFM56_00095
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	26777	28537	-	WP_226237945.1	WP_226237945.1		SpoIIE family protein phosphatase			LFM56_RS00095	1761	586	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	28534	29844	-							LFM56_RS00100	1311		old_locus_tag=LFM56_00100
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	28534	29844	-	WP_226237948.1	WP_226237948.1		MFS transporter			LFM56_RS00100	1311	436	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	29998	30564	+							LFM56_RS00105	567		old_locus_tag=LFM56_00105
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	29998	30564	+	WP_226237951.1	WP_226237951.1		sigma-70 family RNA polymerase sigma factor			LFM56_RS00105	567	188	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	30554	31981	+							LFM56_RS00110	1428		old_locus_tag=LFM56_00110
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	30554	31981	+	WP_226237953.1	WP_226237953.1		hypothetical protein			LFM56_RS00110	1428	475	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	32483	33577	-							LFM56_RS00115	1095		old_locus_tag=LFM56_00115
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	32483	33577	-	WP_087507738.1	WP_087507738.1		inositol-3-phosphate synthase			LFM56_RS00115	1095	364	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	33574	34212	-							LFM56_RS00120	639		old_locus_tag=LFM56_00120
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	33574	34212	-	WP_046529661.1	WP_046529661.1		helix-turn-helix transcriptional regulator			LFM56_RS00120	639	212	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	34541	36991	+							LFM56_RS00125	2451		old_locus_tag=LFM56_00125
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	34541	36991	+	WP_226237956.1	WP_226237956.1		transglycosylase domain-containing protein			LFM56_RS00125	2451	816	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	37207	37500	+					rpsF		LFM56_RS00130	294		old_locus_tag=LFM56_00130
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	37207	37500	+	WP_046529659.1	WP_046529659.1		30S ribosomal protein S6	rpsF		LFM56_RS00130	294	97	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	37595	38125	+							LFM56_RS00135	531		old_locus_tag=LFM56_00135
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	37595	38125	+	WP_087507740.1	WP_087507740.1		single-stranded DNA-binding protein			LFM56_RS00135	531	176	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	38200	38436	+					rpsR		LFM56_RS00140	237		old_locus_tag=LFM56_00140
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	38200	38436	+	WP_013118893.1	WP_013118893.1		30S ribosomal protein S18	rpsR		LFM56_RS00140	237	78	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	38451	38900	+					rplI		LFM56_RS00145	450		old_locus_tag=LFM56_00145
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	38451	38900	+	WP_087507741.1	WP_087507741.1		50S ribosomal protein L9	rplI		LFM56_RS00145	450	149	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	39146	39421	+							LFM56_RS00150	276		old_locus_tag=LFM56_00150
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	39146	39421	+	WP_226237958.1	WP_226237958.1		hypothetical protein			LFM56_RS00150	276	91	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	39418	39765	+							LFM56_RS00155	348		old_locus_tag=LFM56_00155
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	39418	39765	+	WP_226237961.1	WP_226237961.1		hypothetical protein			LFM56_RS00155	348	115	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	39786	41138	-							LFM56_RS00160	1353		old_locus_tag=LFM56_00160
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	39786	41138	-	WP_070319021.1	WP_070319021.1		MATE family efflux transporter			LFM56_RS00160	1353	450	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	41492	42865	+					dnaB		LFM56_RS00165	1374		old_locus_tag=LFM56_00165
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	41492	42865	+	WP_226239506.1	WP_226239506.1		replicative DNA helicase	dnaB		LFM56_RS00165	1374	457	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	43318	44442	+							LFM56_RS00170	1125		old_locus_tag=LFM56_00170
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	43318	44442	+	WP_226237963.1	WP_226237963.1		CHAT domain-containing protein			LFM56_RS00170	1125	374	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	44685	44858	+							LFM56_RS00175	174		old_locus_tag=LFM56_00175
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	44685	44858	+	WP_226237966.1	WP_226237966.1		hypothetical protein			LFM56_RS00175	174	57	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	45168	45413	+							LFM56_RS00180	246		old_locus_tag=LFM56_00180
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	45168	45413	+	WP_226237969.1	WP_226237969.1		hypothetical protein			LFM56_RS00180	246	81	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	45655	48177	+							LFM56_RS00185	2523		old_locus_tag=LFM56_00185
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	45655	48177	+	WP_226237972.1	WP_226237972.1		DEAD/DEAH box helicase			LFM56_RS00185	2523	840	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	48916	50511	+							LFM56_RS00190	1596		old_locus_tag=LFM56_00190
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	48916	50511	+	WP_226237974.1	WP_226237974.1		TROVE domain-containing protein			LFM56_RS00190	1596	531	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	50501	50797	+							LFM56_RS00195	297		old_locus_tag=LFM56_00195
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	50501	50797	+	WP_226237977.1	WP_226237977.1		hypothetical protein			LFM56_RS00195	297	98	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	50982	51815	+							LFM56_RS00200	834		old_locus_tag=LFM56_00200
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	50982	51815	+	WP_226237979.1	WP_226237979.1		DUF4352 domain-containing protein			LFM56_RS00200	834	277	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	51882	52328	-							LFM56_RS00205	447		old_locus_tag=LFM56_00205
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	51882	52328	-	WP_226237982.1	WP_226237982.1		DUF1232 domain-containing protein			LFM56_RS00205	447	148	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	52366	53121	-							LFM56_RS00210	756		old_locus_tag=LFM56_00210
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	52366	53121	-	WP_226237984.1	WP_226237984.1		phosphotransferase			LFM56_RS00210	756	251	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	53197	53574	-							LFM56_RS00215	378		old_locus_tag=LFM56_00215
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	53197	53574	-	WP_226239507.1	WP_226239507.1		OsmC family protein			LFM56_RS00215	378	125	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	53709	53834	-							LFM56_RS00220	126		old_locus_tag=LFM56_00220
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	53709	53834	-	WP_143320064.1	WP_143320064.1		response regulator transcription factor			LFM56_RS00220	126	41	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	54251	56125	+							LFM56_RS00225	1875		old_locus_tag=LFM56_00225
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	54251	56125	+	WP_226237987.1	WP_226237987.1		ABC transporter ATP-binding protein/permease			LFM56_RS00225	1875	624	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	56122	57903	+							LFM56_RS00230	1782		old_locus_tag=LFM56_00230
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	56122	57903	+	WP_226237990.1	WP_226237990.1		ABC transporter ATP-binding protein/permease			LFM56_RS00230	1782	593	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	58213	59574	+							LFM56_RS00235	1362		old_locus_tag=LFM56_00235
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	58213	59574	+	WP_226237992.1	WP_226237992.1		condensation domain-containing protein			LFM56_RS00235	1362	453	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	59621	60097	+							LFM56_RS00240	477		old_locus_tag=LFM56_00240
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	59621	60097	+	WP_046529642.1	WP_046529642.1		hypothetical protein			LFM56_RS00240	477	158	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	60088	60567	+							LFM56_RS00245	480		old_locus_tag=LFM56_00245
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	60088	60567	+	WP_134851601.1	WP_134851601.1		GNAT family N-acetyltransferase			LFM56_RS00245	480	159	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	60564	62204	+							LFM56_RS00250	1641		old_locus_tag=LFM56_00250
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	60564	62204	+	WP_226237994.1	WP_226237994.1		amino acid adenylation domain-containing protein			LFM56_RS00250	1641	546	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	62197	63153	+							LFM56_RS00255	957		old_locus_tag=LFM56_00255
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	62197	63153	+	WP_226237996.1	WP_226237996.1		alpha/beta hydrolase			LFM56_RS00255	957	318	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	63150	63863	+							LFM56_RS00260	714		old_locus_tag=LFM56_00260
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	63150	63863	+	WP_226237998.1	WP_226237998.1		hypothetical protein			LFM56_RS00260	714	237	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	63937	65190	+							LFM56_RS00265	1254		old_locus_tag=LFM56_00265
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	63937	65190	+	WP_226238000.1	WP_226238000.1		NAD(P)/FAD-dependent oxidoreductase			LFM56_RS00265	1254	417	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	65285	65839	+							LFM56_RS00270	555		old_locus_tag=LFM56_00270
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	65285	65839	+	WP_046529638.1	WP_046529638.1		DUF3291 domain-containing protein			LFM56_RS00270	555	184	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	65909	67876	+							LFM56_RS00275	1968		old_locus_tag=LFM56_00275
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	65909	67876	+	WP_218779916.1	WP_218779916.1		class I tRNA ligase family protein			LFM56_RS00275	1968	655	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	67873	69048	+							LFM56_RS00280	1176		old_locus_tag=LFM56_00280
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	67873	69048	+	WP_087507760.1	WP_087507760.1		FAD-binding oxidoreductase			LFM56_RS00280	1176	391	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	69027	70328	+							LFM56_RS00285	1302		old_locus_tag=LFM56_00285
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	69027	70328	+	WP_046529636.1	WP_046529636.1		SidA/IucD/PvdA family monooxygenase			LFM56_RS00285	1302	433	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	70412	71518	+							LFM56_RS00290	1107		old_locus_tag=LFM56_00290
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	70412	71518	+	WP_226238002.1	WP_226238002.1		hypothetical protein			LFM56_RS00290	1107	368	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	71582	72838	+					ectB		LFM56_RS00295	1257		old_locus_tag=LFM56_00295
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	71582	72838	+	WP_087507763.1	WP_087507763.1		diaminobutyrate--2-oxoglutarate transaminase	ectB		LFM56_RS00295	1257	418	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	72920	73894	+							LFM56_RS00300	975		old_locus_tag=LFM56_00300
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	72920	73894	+	WP_167748886.1	WP_167748886.1		DMT family transporter			LFM56_RS00300	975	324	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	73928	74137	-							LFM56_RS00305	210		old_locus_tag=LFM56_00305
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	73928	74137	-	WP_087507765.1	WP_087507765.1		hypothetical protein			LFM56_RS00305	210	69	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	74308	74856	+							LFM56_RS00310	549		old_locus_tag=LFM56_00310
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	74308	74856	+	WP_143320056.1	WP_143320056.1		hypothetical protein			LFM56_RS00310	549	182	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	74869	75816	-							LFM56_RS00315	948		old_locus_tag=LFM56_00315
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	74869	75816	-	WP_226238004.1	WP_226238004.1		pseudouridylate synthase			LFM56_RS00315	948	315	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	75954	77357	-							LFM56_RS00320	1404		old_locus_tag=LFM56_00320
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	75954	77357	-	WP_226238006.1	WP_226238006.1		endo-1,4-beta-xylanase			LFM56_RS00320	1404	467	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	77750	78589	+							LFM56_RS00325	840		old_locus_tag=LFM56_00325
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	77750	78589	+	WP_226239508.1	WP_226239508.1		SMP-30/gluconolactonase/LRE family protein			LFM56_RS00325	840	279	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	78632	79411	+							LFM56_RS00330	780		old_locus_tag=LFM56_00330
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	78632	79411	+	WP_226238008.1	WP_226238008.1		DUF1345 domain-containing protein			LFM56_RS00330	780	259	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	79445	79630	-							LFM56_RS00335	186		old_locus_tag=LFM56_00335
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	79445	79630	-	WP_046529629.1	WP_046529629.1		hypothetical protein			LFM56_RS00335	186	61	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	79682	80281	-							LFM56_RS00340	600		old_locus_tag=LFM56_00340
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	79682	80281	-	WP_226238011.1	WP_226238011.1		VanZ family protein			LFM56_RS00340	600	199	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	80490	81287	+							LFM56_RS00345	798		old_locus_tag=LFM56_00345
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	80490	81287	+	WP_226238013.1	WP_226238013.1		hypothetical protein			LFM56_RS00345	798	265	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	81306	82346	-							LFM56_RS00350	1041		old_locus_tag=LFM56_00350
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	81306	82346	-	WP_087507771.1	WP_087507771.1		LacI family transcriptional regulator			LFM56_RS00350	1041	346	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	82534	83847	+							LFM56_RS00355	1314		old_locus_tag=LFM56_00355
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	82534	83847	+	WP_226238015.1	WP_226238015.1		sugar ABC transporter substrate-binding protein			LFM56_RS00355	1314	437	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	83912	84856	+							LFM56_RS00360	945		old_locus_tag=LFM56_00360
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	83912	84856	+	WP_087507772.1	WP_087507772.1		sugar ABC transporter permease			LFM56_RS00360	945	314	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	84870	85769	+							LFM56_RS00365	900		old_locus_tag=LFM56_00365
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	84870	85769	+	WP_070320052.1	WP_070320052.1		carbohydrate ABC transporter permease			LFM56_RS00365	900	299	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	85849	87483	+							LFM56_RS00370	1635		old_locus_tag=LFM56_00370
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	85849	87483	+	WP_046529624.1	WP_046529624.1		beta-xylosidase			LFM56_RS00370	1635	544	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	87587	88102	-							LFM56_RS00375	516		old_locus_tag=LFM56_00375
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	87587	88102	-	WP_226238017.1	WP_226238017.1		hypothetical protein			LFM56_RS00375	516	171	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	88196	89269	-							LFM56_RS00380	1074		old_locus_tag=LFM56_00380
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	88196	89269	-	WP_226238019.1	WP_226238019.1		family 43 glycosylhydrolase			LFM56_RS00380	1074	357	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	89323	90024	+							LFM56_RS00385	702		old_locus_tag=LFM56_00385
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	89323	90024	+	WP_226239509.1	WP_226239509.1		NAD(P)-binding domain-containing protein			LFM56_RS00385	702	233	
