# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	33251	34051	+	WP_135972213.1	WP_135972213.1		class E sortase			E5225_RS00140	801	266	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	34083	34241	+							E5225_RS17355	159		
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	34083	34241	+	WP_166435873.1	WP_166435873.1		hypothetical protein			E5225_RS17355	159	52	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	34243	34866	+							E5225_RS00145	624		old_locus_tag=E5225_00145
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	34243	34866	+	WP_135972214.1	WP_135972214.1		aminodeoxychorismate/anthranilate synthase component II			E5225_RS00145	624	207	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	34955	36964	-					pknB		E5225_RS00150	2010		old_locus_tag=E5225_00150
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	34955	36964	-	WP_135972215.1	WP_135972215.1		Stk1 family PASTA domain-containing Ser/Thr kinase	pknB		E5225_RS00150	2010	669	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	36964	38361	-							E5225_RS00155	1398		old_locus_tag=E5225_00155
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	36964	38361	-	WP_136225236.1	WP_136225236.1		serine/threonine protein kinase			E5225_RS00155	1398	465	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	38358	39809	-							E5225_RS00160	1452		old_locus_tag=E5225_00160
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	38358	39809	-	WP_135975455.1	WP_135975455.1		serine hydrolase			E5225_RS00160	1452	483	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	39806	41314	-							E5225_RS00165	1509		old_locus_tag=E5225_00165
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	39806	41314	-	WP_135975457.1	WP_135975457.1		FtsW/RodA/SpoVE family cell cycle protein			E5225_RS00165	1509	502	
gene	pseudogene	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	42082	42810	-							E5225_RS17815	729		partial;pseudo
CDS	without_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	42082	42810	-				protein phosphatase 2C domain-containing protein			E5225_RS17815	729		partial;pseudo
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	42814	43332	-							E5225_RS00175	519		old_locus_tag=E5225_00175
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	42814	43332	-	WP_136225238.1	WP_136225238.1		FHA domain-containing protein			E5225_RS00175	519	172	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	43343	44047	-							E5225_RS00180	705		old_locus_tag=E5225_00180
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	43343	44047	-	WP_135974226.1	WP_135974226.1		DUF3662 domain-containing protein			E5225_RS00180	705	234	
gene	tRNA	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	44333	44415	+							E5225_RS00190	83		old_locus_tag=E5225_00190
tRNA		GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	44333	44415	+				tRNA-Leu			E5225_RS00190	83		anticodon=CAG
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	45062	45412	+							E5225_RS00195	351		old_locus_tag=E5225_00195
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	45062	45412	+	WP_135974225.1	WP_135974225.1		hypothetical protein			E5225_RS00195	351	116	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	45608	45880	-							E5225_RS17365	273		
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	45608	45880	-	WP_166435996.1	WP_166435996.1		hypothetical protein			E5225_RS17365	273	90	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	46173	47114	-							E5225_RS00205	942		old_locus_tag=E5225_00205
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	46173	47114	-	WP_166435995.1	WP_166435995.1		pentapeptide repeat-containing protein			E5225_RS00205	942	313	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	47126	47419	-							E5225_RS17370	294		
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	47126	47419	-	WP_135974222.1	WP_135974222.1		hypothetical protein			E5225_RS17370	294	97	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	47707	49284	+							E5225_RS00210	1578		old_locus_tag=E5225_00210
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	47707	49284	+	WP_135974221.1	WP_135974221.1		pectate lyase			E5225_RS00210	1578	525	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	49383	49955	-							E5225_RS00215	573		old_locus_tag=E5225_00215
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	49383	49955	-	WP_135974220.1	WP_135974220.1		hypothetical protein			E5225_RS00215	573	190	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	50134	50556	+							E5225_RS00220	423		old_locus_tag=E5225_00220
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	50134	50556	+	WP_135974219.1	WP_135974219.1		hypothetical protein			E5225_RS00220	423	140	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	50694	50942	+							E5225_RS00225	249		old_locus_tag=E5225_00225
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	50694	50942	+	WP_135974218.1	WP_135974218.1		hypothetical protein			E5225_RS00225	249	82	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	51012	52190	-							E5225_RS00230	1179		old_locus_tag=E5225_00230
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	51012	52190	-	WP_135974217.1	WP_135974217.1		AI-2E family transporter			E5225_RS00230	1179	392	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	52286	53887	-							E5225_RS00235	1602		old_locus_tag=E5225_00235
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	52286	53887	-	WP_208012578.1	WP_208012578.1		polyamine aminopropyltransferase			E5225_RS00235	1602	533	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	53890	54096	-							E5225_RS00240	207		old_locus_tag=E5225_00240
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	53890	54096	-	WP_135974216.1	WP_135974216.1		DUF350 domain-containing protein			E5225_RS00240	207	68	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	54121	54849	-							E5225_RS00245	729		old_locus_tag=E5225_00245
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	54121	54849	-	WP_135974215.1	WP_135974215.1		DUF4178 domain-containing protein			E5225_RS00245	729	242	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	54860	55204	-							E5225_RS00250	345		old_locus_tag=E5225_00250
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	54860	55204	-	WP_135974214.1	WP_135974214.1		S-adenosylmethionine decarboxylase			E5225_RS00250	345	114	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	55571	57136	+							E5225_RS00255	1566		old_locus_tag=E5225_00255
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	55571	57136	+	WP_243738322.1	WP_243738322.1		beta-1,3-glucanase family protein			E5225_RS00255	1566	521	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	57213	58778	-							E5225_RS00260	1566		old_locus_tag=E5225_00260
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	57213	58778	-	WP_135974212.1	WP_135974212.1		PQQ-binding-like beta-propeller repeat protein			E5225_RS00260	1566	521	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	58940	60088	-							E5225_RS17655	1149		
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	58940	60088	-	WP_243738324.1	WP_243738324.1		hypothetical protein			E5225_RS17655	1149	382	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	60342	61013	+							E5225_RS17820	672		
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	60342	61013	+	WP_243738321.1	WP_243738321.1		GNAT family N-acetyltransferase			E5225_RS17820	672	223	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	61404	62168	+					map		E5225_RS00275	765		old_locus_tag=E5225_00275
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	61404	62168	+	WP_135974210.1	WP_135974210.1		type I methionyl aminopeptidase	map		E5225_RS00275	765	254	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	62179	62997	-							E5225_RS00280	819		old_locus_tag=E5225_00280
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	62179	62997	-	WP_135974209.1	WP_135974209.1		alpha/beta hydrolase			E5225_RS00280	819	272	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	62999	63274	-							E5225_RS00285	276		old_locus_tag=E5225_00285
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	62999	63274	-	WP_135974208.1	WP_135974208.1		DUF1905 domain-containing protein			E5225_RS00285	276	91	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	63333	64025	+							E5225_RS00290	693		old_locus_tag=E5225_00290
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	63333	64025	+	WP_135974207.1	WP_135974207.1		TetR/AcrR family transcriptional regulator			E5225_RS00290	693	230	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	64154	65611	+							E5225_RS00300	1458		old_locus_tag=E5225_00300
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	64154	65611	+	WP_166435997.1	WP_166435997.1		carboxypeptidase regulatory-like domain-containing protein			E5225_RS00300	1458	485	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	65692	66621	-							E5225_RS00305	930		old_locus_tag=E5225_00305
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	65692	66621	-	WP_208543835.1	WP_208543835.1		endo alpha-1,4 polygalactosaminidase			E5225_RS00305	930	309	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	66636	68240	-							E5225_RS00310	1605		old_locus_tag=E5225_00310
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	66636	68240	-	WP_135974945.1	WP_135974945.1		DNA polymerase IV			E5225_RS00310	1605	534	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	68463	69290	+							E5225_RS00315	828		old_locus_tag=E5225_00315
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	68463	69290	+	WP_166436039.1	WP_166436039.1		CPBP family intramembrane metalloprotease			E5225_RS00315	828	275	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	69338	69832	+							E5225_RS00320	495		old_locus_tag=E5225_00320
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	69338	69832	+	WP_135974949.1	WP_135974949.1		dual specificity protein phosphatase family protein			E5225_RS00320	495	164	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	69938	71023	-							E5225_RS00325	1086		old_locus_tag=E5225_00325
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	69938	71023	-	WP_135974951.1	WP_135974951.1		phosphotransferase			E5225_RS00325	1086	361	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	71275	71784	+							E5225_RS00330	510		old_locus_tag=E5225_00330
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	71275	71784	+	WP_135974967.1	WP_135974967.1		low molecular weight phosphotyrosine protein phosphatase			E5225_RS00330	510	169	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	71804	72979	+							E5225_RS00335	1176		old_locus_tag=E5225_00335
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	71804	72979	+	WP_135974953.1	WP_135974953.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			E5225_RS00335	1176	391	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	73008	73535	-							E5225_RS00340	528		old_locus_tag=E5225_00340
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	73008	73535	-	WP_135974955.1	WP_135974955.1		hypothetical protein			E5225_RS00340	528	175	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	73532	73783	-							E5225_RS00345	252		old_locus_tag=E5225_00345
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	73532	73783	-	WP_135974957.1	WP_135974957.1		hypothetical protein			E5225_RS00345	252	83	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	73853	74215	-							E5225_RS00350	363		old_locus_tag=E5225_00350
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	73853	74215	-	WP_135974959.1	WP_135974959.1		hypothetical protein			E5225_RS00350	363	120	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	74339	74725	+							E5225_RS00355	387		old_locus_tag=E5225_00355
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	74339	74725	+	WP_135974961.1	WP_135974961.1		zf-TFIIB domain-containing protein			E5225_RS00355	387	128	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	74768	75913	+							E5225_RS00360	1146		old_locus_tag=E5225_00360
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	74768	75913	+	WP_135974963.1	WP_135974963.1		lactate dehydrogenase			E5225_RS00360	1146	381	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	75910	76389	+							E5225_RS00365	480		old_locus_tag=E5225_00365
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	75910	76389	+	WP_135974965.1	WP_135974965.1		ACT domain-containing protein			E5225_RS00365	480	159	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	76619	77575	+							E5225_RS00370	957		old_locus_tag=E5225_00370
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	76619	77575	+	WP_243738378.1	WP_243738378.1		PaaX family transcriptional regulator			E5225_RS00370	957	318	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	77749	78987	+							E5225_RS00375	1239		old_locus_tag=E5225_00375
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	77749	78987	+	WP_136225246.1	WP_136225246.1		cellulose binding domain-containing protein			E5225_RS00375	1239	412	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	79099	79998	+							E5225_RS00380	900		old_locus_tag=E5225_00380
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	79099	79998	+	WP_135972603.1	WP_135972603.1		DUF72 domain-containing protein			E5225_RS00380	900	299	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	80081	80386	+							E5225_RS00385	306		old_locus_tag=E5225_00385
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	80081	80386	+	WP_135972602.1	WP_135972602.1		hypothetical protein			E5225_RS00385	306	101	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	80410	80955	+							E5225_RS00390	546		old_locus_tag=E5225_00390
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	80410	80955	+	WP_135972601.1	WP_135972601.1		alpha/beta hydrolase			E5225_RS00390	546	181	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	81054	82064	-							E5225_RS00395	1011		old_locus_tag=E5225_00395
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	81054	82064	-	WP_135972600.1	WP_135972600.1		aldo/keto reductase family protein			E5225_RS00395	1011	336	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	82220	83296	+							E5225_RS00400	1077		old_locus_tag=E5225_00400
